Iteracao,Tempo(ns),Nome_Livro,Paradigma,Quantidade_Threads
499,214051,DonQuixote-388208,Paralelo,4
500,212230,DonQuixote-388208,Paralelo,4
501,192924,DonQuixote-388208,Paralelo,4
502,195039,DonQuixote-388208,Paralelo,4
503,195071,DonQuixote-388208,Paralelo,4
504,192099,DonQuixote-388208,Paralelo,4
505,723535,DonQuixote-388208,Paralelo,4
506,211681,DonQuixote-388208,Paralelo,4
507,234309,DonQuixote-388208,Paralelo,4
508,200370,DonQuixote-388208,Paralelo,4
509,191945,DonQuixote-388208,Paralelo,4
510,203957,DonQuixote-388208,Paralelo,4
511,192574,DonQuixote-388208,Paralelo,4
512,241880,DonQuixote-388208,Paralelo,4
513,193655,DonQuixote-388208,Paralelo,4
514,193053,DonQuixote-388208,Paralelo,4
515,203718,DonQuixote-388208,Paralelo,4
516,203144,DonQuixote-388208,Paralelo,4
517,202612,DonQuixote-388208,Paralelo,4
518,207295,DonQuixote-388208,Paralelo,4
519,199726,DonQuixote-388208,Paralelo,4
520,194979,DonQuixote-388208,Paralelo,4
521,256463,DonQuixote-388208,Paralelo,4
522,195247,DonQuixote-388208,Paralelo,4
523,195997,DonQuixote-388208,Paralelo,4
524,195461,DonQuixote-388208,Paralelo,4
525,199595,DonQuixote-388208,Paralelo,4
526,225229,DonQuixote-388208,Paralelo,4
527,210945,DonQuixote-388208,Paralelo,4
528,198847,DonQuixote-388208,Paralelo,4
529,202252,DonQuixote-388208,Paralelo,4
530,212300,DonQuixote-388208,Paralelo,4
531,195793,DonQuixote-388208,Paralelo,4
532,195967,DonQuixote-388208,Paralelo,4
533,195853,DonQuixote-388208,Paralelo,4
534,204335,DonQuixote-388208,Paralelo,4
535,230789,DonQuixote-388208,Paralelo,4
536,204769,DonQuixote-388208,Paralelo,4
537,196406,DonQuixote-388208,Paralelo,4
538,197956,DonQuixote-388208,Paralelo,4
539,205435,DonQuixote-388208,Paralelo,4
540,216478,DonQuixote-388208,Paralelo,4
541,194995,DonQuixote-388208,Paralelo,4
542,213548,DonQuixote-388208,Paralelo,4
543,197520,DonQuixote-388208,Paralelo,4
544,237907,DonQuixote-388208,Paralelo,4
545,208508,DonQuixote-388208,Paralelo,4
546,205921,DonQuixote-388208,Paralelo,4
547,198113,DonQuixote-388208,Paralelo,4
548,194066,DonQuixote-388208,Paralelo,4
549,203058,DonQuixote-388208,Paralelo,4
550,197401,DonQuixote-388208,Paralelo,4
551,190361,DonQuixote-388208,Paralelo,4
552,195747,DonQuixote-388208,Paralelo,4
553,195215,DonQuixote-388208,Paralelo,4
554,214608,DonQuixote-388208,Paralelo,4
555,196669,DonQuixote-388208,Paralelo,4
556,203522,DonQuixote-388208,Paralelo,4
557,197733,DonQuixote-388208,Paralelo,4
558,201049,DonQuixote-388208,Paralelo,4
559,218802,DonQuixote-388208,Paralelo,4
560,208735,DonQuixote-388208,Paralelo,4
561,200477,DonQuixote-388208,Paralelo,4
562,195648,DonQuixote-388208,Paralelo,4
563,224885,DonQuixote-388208,Paralelo,4
564,200018,DonQuixote-388208,Paralelo,4
565,211012,DonQuixote-388208,Paralelo,4
566,192942,DonQuixote-388208,Paralelo,4
567,205979,DonQuixote-388208,Paralelo,4
568,214836,DonQuixote-388208,Paralelo,4
569,204154,DonQuixote-388208,Paralelo,4
570,206859,DonQuixote-388208,Paralelo,4
571,206389,DonQuixote-388208,Paralelo,4
572,205633,DonQuixote-388208,Paralelo,4
573,223117,DonQuixote-388208,Paralelo,4
574,222533,DonQuixote-388208,Paralelo,4
575,204873,DonQuixote-388208,Paralelo,4
576,198669,DonQuixote-388208,Paralelo,4
577,202822,DonQuixote-388208,Paralelo,4
578,206815,DonQuixote-388208,Paralelo,4
579,214089,DonQuixote-388208,Paralelo,4
580,198216,DonQuixote-388208,Paralelo,4
581,209026,DonQuixote-388208,Paralelo,4
582,216123,DonQuixote-388208,Paralelo,4
583,197842,DonQuixote-388208,Paralelo,4
584,200821,DonQuixote-388208,Paralelo,4
585,193319,DonQuixote-388208,Paralelo,4
586,194029,DonQuixote-388208,Paralelo,4
587,242801,DonQuixote-388208,Paralelo,4
588,199197,DonQuixote-388208,Paralelo,4
589,189324,DonQuixote-388208,Paralelo,4
590,207375,DonQuixote-388208,Paralelo,4
591,213392,DonQuixote-388208,Paralelo,4
592,213258,DonQuixote-388208,Paralelo,4
593,196166,DonQuixote-388208,Paralelo,4
594,213619,DonQuixote-388208,Paralelo,4
595,211168,DonQuixote-388208,Paralelo,4
596,227321,DonQuixote-388208,Paralelo,4
597,204694,DonQuixote-388208,Paralelo,4
598,196124,DonQuixote-388208,Paralelo,4
